"Points : 0", "Points : 1", "Points : 2","i", "j", "k","active : 0", "active : 1", "active : 2"
4.428571428571429, 0.9473684210526314, -0.1, 42, 14, 0, 0, 0, 0
4.653061224489795, 0.9473684210526314, -0.1, 43, 14, 0, 0, 0, 0
4.877551020408163, 0.9473684210526314, -0.1, 44, 14, 0, 0, 0, 0
5.102040816326531, 0.9473684210526314, -0.1, 45, 14, 0, 0, 0, 0
5.326530612244898, 0.9473684210526314, -0.1, 46, 14, 0, 0, 0, 0
5.551020408163264, 0.9473684210526314, -0.1, 47, 14, 0, 0, 0, 0
5.775510204081632, 0.9473684210526314, -0.1, 48, 14, 0, 0, 0, 0
6, 0.9473684210526314, -0.1, 49, 14, 0, 0, 0, 0
-5, 1.157894736842105, -0.1, 0, 15, 0, 0, 0, 0
-4.775510204081633, 1.157894736842105, -0.1, 1, 15, 0, 0, 0, 0
-4.551020408163265, 1.157894736842105, -0.1, 2, 15, 0, 0, 0, 0
-4.326530612244898, 1.157894736842105, -0.1, 3, 15, 0, 0, 0, 0
-4.102040816326531, 1.157894736842105, -0.1, 4, 15, 0, 0, 0, 0
-3.877551020408163, 1.157894736842105, -0.1, 5, 15, 0, 0, 0, 0
-3.653061224489796, 1.157894736842105, -0.1, 6, 15, 0, 0, 0, 0
-3.428571428571429, 1.157894736842105, -0.1, 7, 15, 0, 0, 0, 0
-3.204081632653061, 1.157894736842105, -0.1, 8, 15, 0, 0, 0, 0
-2.979591836734694, 1.157894736842105, -0.1, 9, 15, 0, 0, 0, 0
-2.755102040816326, 1.157894736842105, -0.1, 10, 15, 0, 0, 0, 0
-2.530612244897959, 1.157894736842105, -0.1, 11, 15, 0, 0, 0, 0
-2.306122448979592, 1.157894736842105, -0.1, 12, 15, 0, 0, 0, 0
-2.081632653061224, 1.157894736842105, -0.1, 13, 15, 0, 0, 0, 0
-1.857142857142857, 1.157894736842105, -0.1, 14, 15, 0, 0, 0, 0
-1.63265306122449, 1.157894736842105, -0.1, 15, 15, 0, 0, 0, 0
-1.408163265306123, 1.157894736842105, -0.1, 16, 15, 0, 0, 0, 0
-1.183673469387755, 1.157894736842105, -0.1, 17, 15, 0, 0, 0, 0
-0.9591836734693873, 1.157894736842105, -0.1, 18, 15, 0, 0, 0, 0
-0.7346938775510203, 1.157894736842105, -0.1, 19, 15, 0, 0, 0, 0
-0.5102040816326525, 1.157894736842105, -0.1, 20, 15, 0, 0, 0, 0
-0.2857142857142856, 1.157894736842105, -0.1, 21, 15, 0, 0, 0, 0
-0.06122448979591866, 1.157894736842105, -0.1, 22, 15, 0, 0, 0, 0
0.1632653061224492, 1.157894736842105, -0.1, 23, 15, 0, 0, 0, 0
0.3877551020408161, 1.157894736842105, -0.1, 24, 15, 0, 0, 0, 0
0.6122448979591839, 1.157894736842105, -0.1, 25, 15, 0, 0, 0, 0
0.8367346938775517, 1.157894736842105, -0.1, 26, 15, 0, 0, 0, 0
1.061224489795918, 1.157894736842105, -0.1, 27, 15, 0, 0, 0, 0
1.285714285714286, 1.157894736842105, -0.1, 28, 15, 0, 0, 0, 0
1.510204081632653, 1.157894736842105, -0.1, 29, 15, 0, 0, 0, 0
1.73469387755102, 1.157894736842105, -0.1, 30, 15, 0, 0, 0, 0
1.959183673469388, 1.157894736842105, -0.1, 31, 15, 0, 0, 0, 0
2.183673469387754, 1.157894736842105, -0.1, 32, 15, 0, 0, 0, 0
2.408163265306122, 1.157894736842105, -0.1, 33, 15, 0, 0, 0, 0
2.63265306122449, 1.157894736842105, -0.1, 34, 15, 0, 0, 0, 0
2.857142857142858, 1.157894736842105, -0.1, 35, 15, 0, 0, 0, 0
3.081632653061225, 1.157894736842105, -0.1, 36, 15, 0, 0, 0, 0
3.306122448979592, 1.157894736842105, -0.1, 37, 15, 0, 0, 0, 0
3.530612244897959, 1.157894736842105, -0.1, 38, 15, 0, 0, 0, 0
3.755102040816327, 1.157894736842105, -0.1, 39, 15, 0, 0, 0, 0
3.979591836734695, 1.157894736842105, -0.1, 40, 15, 0, 0, 0, 0
4.204081632653061, 1.157894736842105, -0.1, 41, 15, 0, 0, 0, 0
4.428571428571429, 1.157894736842105, -0.1, 42, 15, 0, 0, 0, 0
4.653061224489795, 1.157894736842105, -0.1, 43, 15, 0, 0, 0, 0
4.877551020408163, 1.157894736842105, -0.1, 44, 15, 0, 0, 0, 0
5.102040816326531, 1.157894736842105, -0.1, 45, 15, 0, 0, 0, 0
5.326530612244898, 1.157894736842105, -0.1, 46, 15, 0, 0, 0, 0
5.551020408163264, 1.157894736842105, -0.1, 47, 15, 0, 0, 0, 0
5.775510204081632, 1.157894736842105, -0.1, 48, 15, 0, 0, 0, 0
6, 1.157894736842105, -0.1, 49, 15, 0, 0, 0, 0
-5, 1.368421052631579, -0.1, 0, 16, 0, 0, 0, 0
-4.775510204081633, 1.368421052631579, -0.1, 1, 16, 0, 0, 0, 0
-4.551020408163265, 1.368421052631579, -0.1, 2, 16, 0, 0, 0, 0
-4.326530612244898, 1.368421052631579, -0.1, 3, 16, 0, 0, 0, 0
-4.102040816326531, 1.368421052631579, -0.1, 4, 16, 0, 0, 0, 0
-3.877551020408163, 1.368421052631579, -0.1, 5, 16, 0, 0, 0, 0
-3.653061224489796, 1.368421052631579, -0.1, 6, 16, 0, 0, 0, 0
-3.428571428571429, 1.368421052631579, -0.1, 7, 16, 0, 0, 0, 0
-3.204081632653061, 1.368421052631579, -0.1, 8, 16, 0, 0, 0, 0
-2.979591836734694, 1.368421052631579, -0.1, 9, 16, 0, 0, 0, 0
-2.755102040816326, 1.368421052631579, -0.1, 10, 16, 0, 0, 0, 0
-2.530612244897959, 1.368421052631579, -0.1, 11, 16, 0, 0, 0, 0
-2.306122448979592, 1.368421052631579, -0.1, 12, 16, 0, 0, 0, 0
-2.081632653061224, 1.368421052631579, -0.1, 13, 16, 0, 0, 0, 0
-1.857142857142857, 1.368421052631579, -0.1, 14, 16, 0, 0, 0, 0
-1.63265306122449, 1.368421052631579, -0.1, 15, 16, 0, 0, 0, 0
-1.408163265306123, 1.368421052631579, -0.1, 16, 16, 0, 0, 0, 0
-1.183673469387755, 1.368421052631579, -0.1, 17, 16, 0, 0, 0, 0
-0.9591836734693873, 1.368421052631579, -0.1, 18, 16, 0, 0, 0, 0
-0.7346938775510203, 1.368421052631579, -0.1, 19, 16, 0, 0, 0, 0
-0.5102040816326525, 1.368421052631579, -0.1, 20, 16, 0, 0, 0, 0
-0.2857142857142856, 1.368421052631579, -0.1, 21, 16, 0, 0, 0, 0
-0.06122448979591866, 1.368421052631579, -0.1, 22, 16, 0, 0, 0, 0
0.1632653061224492, 1.368421052631579, -0.1, 23, 16, 0, 0, 0, 0
0.3877551020408161, 1.368421052631579, -0.1, 24, 16, 0, 0, 0, 0
0.6122448979591839, 1.368421052631579, -0.1, 25, 16, 0, 0, 0, 0
0.8367346938775517, 1.368421052631579, -0.1, 26, 16, 0, 0, 0, 0
1.061224489795918, 1.368421052631579, -0.1, 27, 16, 0, 0, 0, 0
1.285714285714286, 1.368421052631579, -0.1, 28, 16, 0, 0, 0, 0
1.510204081632653, 1.368421052631579, -0.1, 29, 16, 0, 0, 0, 0
1.73469387755102, 1.368421052631579, -0.1, 30, 16, 0, 0, 0, 0
1.959183673469388, 1.368421052631579, -0.1, 31, 16, 0, 0, 0, 0
2.183673469387754, 1.368421052631579, -0.1, 32, 16, 0, 0, 0, 0
2.408163265306122, 1.368421052631579, -0.1, 33, 16, 0, 0, 0, 0
2.63265306122449, 1.368421052631579, -0.1, 34, 16, 0, 0, 0, 0
2.857142857142858, 1.368421052631579, -0.1, 35, 16, 0, 0, 0, 0
3.081632653061225, 1.368421052631579, -0.1, 36, 16, 0, 0, 0, 0
3.306122448979592, 1.368421052631579, -0.1, 37, 16, 0, 0, 0, 0
3.530612244897959, 1.368421052631579, -0.1, 38, 16, 0, 0, 0, 0
3.755102040816327, 1.368421052631579, -0.1, 39, 16, 0, 0, 0, 0
3.979591836734695, 1.368421052631579, -0.1, 40, 16, 0, 0, 0, 0
4.204081632653061, 1.368421052631579, -0.1, 41, 16, 0, 0, 0, 0
4.428571428571429, 1.368421052631579, -0.1, 42, 16, 0, 0, 0, 0
4.653061224489795, 1.368421052631579, -0.1, 43, 16, 0, 0, 0, 0
4.877551020408163, 1.368421052631579, -0.1, 44, 16, 0, 0, 0, 0
5.102040816326531, 1.368421052631579, -0.1, 45, 16, 0, 0, 0, 0
5.326530612244898, 1.368421052631579, -0.1, 46, 16, 0, 0, 0, 0
5.551020408163264, 1.368421052631579, -0.1, 47, 16, 0, 0, 0, 0
5.775510204081632, 1.368421052631579, -0.1, 48, 16, 0, 0, 0, 0
6, 1.368421052631579, -0.1, 49, 16, 0, 0, 0, 0
-5, 1.578947368421053, -0.1, 0, 17, 0, 0, 0, 0
-4.775510204081633, 1.578947368421053, -0.1, 1, 17, 0, 0, 0, 0
-4.551020408163265, 1.578947368421053, -0.1, 2, 17, 0, 0, 0, 0
-4.326530612244898, 1.578947368421053, -0.1, 3, 17, 0, 0, 0, 0
-4.102040816326531, 1.578947368421053, -0.1, 4, 17, 0, 0, 0, 0
-3.877551020408163, 1.578947368421053, -0.1, 5, 17, 0, 0, 0, 0
-3.653061224489796, 1.578947368421053, -0.1, 6, 17, 0, 0, 0, 0
-3.428571428571429, 1.578947368421053, -0.1, 7, 17, 0, 0, 0, 0
-3.204081632653061, 1.578947368421053, -0.1, 8, 17, 0, 0, 0, 0
-2.979591836734694, 1.578947368421053, -0.1, 9, 17, 0, 0, 0, 0
-2.755102040816326, 1.578947368421053, -0.1, 10, 17, 0, 0, 0, 0
-2.530612244897959, 1.578947368421053, -0.1, 11, 17, 0, 0, 0, 0
-2.306122448979592, 1.578947368421053, -0.1, 12, 17, 0, 0, 0, 0
-2.081632653061224, 1.578947368421053, -0.1, 13, 17, 0, 0, 0, 0
-1.857142857142857, 1.578947368421053, -0.1, 14, 17, 0, 0, 0, 0
-1.63265306122449, 1.578947368421053, -0.1, 15, 17, 0, 0, 0, 0
-1.408163265306123, 1.578947368421053, -0.1, 16, 17, 0, 0, 0, 0
-1.183673469387755, 1.578947368421053, -0.1, 17, 17, 0, 0, 0, 0
-0.9591836734693873, 1.578947368421053, -0.1, 18, 17, 0, 0, 0, 0
-0.7346938775510203, 1.578947368421053, -0.1, 19, 17, 0, 0, 0, 0
-0.5102040816326525, 1.578947368421053, -0.1, 20, 17, 0, 0, 0, 0
-0.2857142857142856, 1.578947368421053, -0.1, 21, 17, 0, 0, 0, 0
-0.06122448979591866, 1.578947368421053, -0.1, 22, 17, 0, 0, 0, 0
0.1632653061224492, 1.578947368421053, -0.1, 23, 17, 0, 0, 0, 0
0.3877551020408161, 1.578947368421053, -0.1, 24, 17, 0, 0, 0, 0
0.6122448979591839, 1.578947368421053, -0.1, 25, 17, 0, 0, 0, 0
0.8367346938775517, 1.578947368421053, -0.1, 26, 17, 0, 0, 0, 0
1.061224489795918, 1.578947368421053, -0.1, 27, 17, 0, 0, 0, 0
1.285714285714286, 1.578947368421053, -0.1, 28, 17, 0, 0, 0, 0
1.510204081632653, 1.578947368421053, -0.1, 29, 17, 0, 0, 0, 0
1.73469387755102, 1.578947368421053, -0.1, 30, 17, 0, 0, 0, 0
1.959183673469388, 1.578947368421053, -0.1, 31, 17, 0, 0, 0, 0
2.183673469387754, 1.578947368421053, -0.1, 32, 17, 0, 0, 0, 0
2.408163265306122, 1.578947368421053, -0.1, 33, 17, 0, 0, 0, 0
2.63265306122449, 1.578947368421053, -0.1, 34, 17, 0, 0, 0, 0
2.857142857142858, 1.578947368421053, -0.1, 35, 17, 0, 0, 0, 0
3.081632653061225, 1.578947368421053, -0.1, 36, 17, 0, 0, 0, 0
3.306122448979592, 1.578947368421053, -0.1, 37, 17, 0, 0, 0, 0
3.530612244897959, 1.578947368421053, -0.1, 38, 17, 0, 0, 0, 0
3.755102040816327, 1.578947368421053, -0.1, 39, 17, 0, 0, 0, 0
3.979591836734695, 1.578947368421053, -0.1, 40, 17, 0, 0, 0, 0
4.204081632653061, 1.578947368421053, -0.1, 41, 17, 0, 0, 0, 0
4.428571428571429, 1.578947368421053, -0.1, 42, 17, 0, 0, 0, 0
4.653061224489795, 1.578947368421053, -0.1, 43, 17, 0, 0, 0, 0
4.877551020408163, 1.578947368421053, -0.1, 44, 17, 0, 0, 0, 0
5.102040816326531, 1.578947368421053, -0.1, 45, 17, 0, 0, 0, 0
5.326530612244898, 1.578947368421053, -0.1, 46, 17, 0, 0, 0, 0
5.551020408163264, 1.578947368421053, -0.1, 47, 17, 0, 0, 0, 0
5.775510204081632, 1.578947368421053, -0.1, 48, 17, 0, 0, 0, 0
6, 1.578947368421053, -0.1, 49, 17, 0, 0, 0, 0
-5, 1.789473684210526, -0.1, 0, 18, 0, 0, 0, 0
-4.775510204081633, 1.789473684210526, -0.1, 1, 18, 0, 0, 0, 0
-4.551020408163265, 1.789473684210526, -0.1, 2, 18, 0, 0, 0, 0
-4.326530612244898, 1.789473684210526, -0.1, 3, 18, 0, 0, 0, 0
-4.102040816326531, 1.789473684210526, -0.1, 4, 18, 0, 0, 0, 0
-3.877551020408163, 1.789473684210526, -0.1, 5, 18, 0, 0, 0, 0
-3.653061224489796, 1.789473684210526, -0.1, 6, 18, 0, 0, 0, 0
-3.428571428571429, 1.789473684210526, -0.1, 7, 18, 0, 0, 0, 0
-3.204081632653061, 1.789473684210526, -0.1, 8, 18, 0, 0, 0, 0
-2.979591836734694, 1.789473684210526, -0.1, 9, 18, 0, 0, 0, 0
-2.755102040816326, 1.789473684210526, -0.1, 10, 18, 0, 0, 0, 0
-2.530612244897959, 1.789473684210526, -0.1, 11, 18, 0, 0, 0, 0
-2.306122448979592, 1.789473684210526, -0.1, 12, 18, 0, 0, 0, 0
-2.081632653061224, 1.789473684210526, -0.1, 13, 18, 0, 0, 0, 0
-1.857142857142857, 1.789473684210526, -0.1, 14, 18, 0, 0, 0, 0
-1.63265306122449, 1.789473684210526, -0.1, 15, 18, 0, 0, 0, 0
-1.408163265306123, 1.789473684210526, -0.1, 16, 18, 0, 0, 0, 0
-1.183673469387755, 1.789473684210526, -0.1, 17, 18, 0, 0, 0, 0
-0.9591836734693873, 1.789473684210526, -0.1, 18, 18, 0, 0, 0, 0
-0.7346938775510203, 1.789473684210526, -0.1, 19, 18, 0, 0, 0, 0
-0.5102040816326525, 1.789473684210526, -0.1, 20, 18, 0, 0, 0, 0
-0.2857142857142856, 1.789473684210526, -0.1, 21, 18, 0, 0, 0, 0
-0.06122448979591866, 1.789473684210526, -0.1, 22, 18, 0, 0, 0, 0
0.1632653061224492, 1.789473684210526, -0.1, 23, 18, 0, 0, 0, 0
0.3877551020408161, 1.789473684210526, -0.1, 24, 18, 0, 0, 0, 0
0.6122448979591839, 1.789473684210526, -0.1, 25, 18, 0, 0, 0, 0
0.8367346938775517, 1.789473684210526, -0.1, 26, 18, 0, 0, 0, 0
1.061224489795918, 1.789473684210526, -0.1, 27, 18, 0, 0, 0, 0
1.285714285714286, 1.789473684210526, -0.1, 28, 18, 0, 0, 0, 0
1.510204081632653, 1.789473684210526, -0.1, 29, 18, 0, 0, 0, 0
1.73469387755102, 1.789473684210526, -0.1, 30, 18, 0, 0, 0, 0
1.959183673469388, 1.789473684210526, -0.1, 31, 18, 0, 0, 0, 0
2.183673469387754, 1.789473684210526, -0.1, 32, 18, 0, 0, 0, 0
2.408163265306122, 1.789473684210526, -0.1, 33, 18, 0, 0, 0, 0
2.63265306122449, 1.789473684210526, -0.1, 34, 18, 0, 0, 0, 0
2.857142857142858, 1.789473684210526, -0.1, 35, 18, 0, 0, 0, 0
3.081632653061225, 1.789473684210526, -0.1, 36, 18, 0, 0, 0, 0
3.306122448979592, 1.789473684210526, -0.1, 37, 18, 0, 0, 0, 0
3.530612244897959, 1.789473684210526, -0.1, 38, 18, 0, 0, 0, 0
3.755102040816327, 1.789473684210526, -0.1, 39, 18, 0, 0, 0, 0
3.979591836734695, 1.789473684210526, -0.1, 40, 18, 0, 0, 0, 0
4.204081632653061, 1.789473684210526, -0.1, 41, 18, 0, 0, 0, 0
4.428571428571429, 1.789473684210526, -0.1, 42, 18, 0, 0, 0, 0
4.653061224489795, 1.789473684210526, -0.1, 43, 18, 0, 0, 0, 0
4.877551020408163, 1.789473684210526, -0.1, 44, 18, 0, 0, 0, 0
5.102040816326531, 1.789473684210526, -0.1, 45, 18, 0, 0, 0, 0
5.326530612244898, 1.789473684210526, -0.1, 46, 18, 0, 0, 0, 0
5.551020408163264, 1.789473684210526, -0.1, 47, 18, 0, 0, 0, 0
5.775510204081632, 1.789473684210526, -0.1, 48, 18, 0, 0, 0, 0
6, 1.789473684210526, -0.1, 49, 18, 0, 0, 0, 0
-5, 2, -0.1, 0, 19, 0, 0, 0, 0
-4.775510204081633, 2, -0.1, 1, 19, 0, 0, 0, 0
-4.551020408163265, 2, -0.1, 2, 19, 0, 0, 0, 0
-4.326530612244898, 2, -0.1, 3, 19, 0, 0, 0, 0
-4.102040816326531, 2, -0.1, 4, 19, 0, 0, 0, 0
-3.877551020408163, 2, -0.1, 5, 19, 0, 0, 0, 0
-3.653061224489796, 2, -0.1, 6, 19, 0, 0, 0, 0
-3.428571428571429, 2, -0.1, 7, 19, 0, 0, 0, 0
-3.204081632653061, 2, -0.1, 8, 19, 0, 0, 0, 0
-2.979591836734694, 2, -0.1, 9, 19, 0, 0, 0, 0
-2.755102040816326, 2, -0.1, 10, 19, 0, 0, 0, 0
-2.530612244897959, 2, -0.1, 11, 19, 0, 0, 0, 0
-2.306122448979592, 2, -0.1, 12, 19, 0, 0, 0, 0
-2.081632653061224, 2, -0.1, 13, 19, 0, 0, 0, 0
-1.857142857142857, 2, -0.1, 14, 19, 0, 0, 0, 0
-1.63265306122449, 2, -0.1, 15, 19, 0, 0, 0, 0
-1.408163265306123, 2, -0.1, 16, 19, 0, 0, 0, 0
-1.183673469387755, 2, -0.1, 17, 19, 0, 0, 0, 0
-0.9591836734693873, 2, -0.1, 18, 19, 0, 0, 0, 0
-0.7346938775510203, 2, -0.1, 19, 19, 0, 0, 0, 0
-0.5102040816326525, 2, -0.1, 20, 19, 0, 0, 0, 0
-0.2857142857142856, 2, -0.1, 21, 19, 0, 0, 0, 0
-0.06122448979591866, 2, -0.1, 22, 19, 0, 0, 0, 0
0.1632653061224492, 2, -0.1, 23, 19, 0, 0, 0, 0
0.3877551020408161, 2, -0.1, 24, 19, 0, 0, 0, 0
0.6122448979591839, 2, -0.1, 25, 19, 0, 0, 0, 0
0.8367346938775517, 2, -0.1, 26, 19, 0, 0, 0, 0
1.061224489795918, 2, -0.1, 27, 19, 0, 0, 0, 0
1.285714285714286, 2, -0.1, 28, 19, 0, 0, 0, 0
1.510204081632653, 2, -0.1, 29, 19, 0, 0, 0, 0
1.73469387755102, 2, -0.1, 30, 19, 0, 0, 0, 0
1.959183673469388, 2, -0.1, 31, 19, 0, 0, 0, 0
2.183673469387754, 2, -0.1, 32, 19, 0, 0, 0, 0
2.408163265306122, 2, -0.1, 33, 19, 0, 0, 0, 0
2.63265306122449, 2, -0.1, 34, 19, 0, 0, 0, 0
2.857142857142858, 2, -0.1, 35, 19, 0, 0, 0, 0
3.081632653061225, 2, -0.1, 36, 19, 0, 0, 0, 0
3.306122448979592, 2, -0.1, 37, 19, 0, 0, 0, 0
3.530612244897959, 2, -0.1, 38, 19, 0, 0, 0, 0
3.755102040816327, 2, -0.1, 39, 19, 0, 0, 0, 0
3.979591836734695, 2, -0.1, 40, 19, 0, 0, 0, 0
4.204081632653061, 2, -0.1, 41, 19, 0, 0, 0, 0
4.428571428571429, 2, -0.1, 42, 19, 0, 0, 0, 0
4.653061224489795, 2, -0.1, 43, 19, 0, 0, 0, 0
4.877551020408163, 2, -0.1, 44, 19, 0, 0, 0, 0
5.102040816326531, 2, -0.1, 45, 19, 0, 0, 0, 0
5.326530612244898, 2, -0.1, 46, 19, 0, 0, 0, 0
5.551020408163264, 2, -0.1, 47, 19, 0, 0, 0, 0
5.775510204081632, 2, -0.1, 48, 19, 0, 0, 0, 0
6, 2, -0.1, 49, 19, 0, 0, 0, 0
-5, -2, 0.5000000000000001, 0, 0, 1, 0, 0, 0
-4.775510204081633, -2, 0.5000000000000001, 1, 0, 1, 0, 0, 0
-4.551020408163265, -2, 0.5000000000000001, 2, 0, 1, 0, 0, 0
-4.326530612244898, -2, 0.5000000000000001, 3, 0, 1, 0, 0, 0
-4.102040816326531, -2, 0.5000000000000001, 4, 0, 1, 0, 0, 0
-3.877551020408163, -2, 0.5000000000000001, 5, 0, 1, 0, 0, 0
-3.653061224489796, -2, 0.5000000000000001, 6, 0, 1, 0, 0, 0
-3.428571428571429, -2, 0.5000000000000001, 7, 0, 1, 0, 0, 0
-3.204081632653061, -2, 0.5000000000000001, 8, 0, 1, 0, 0, 0
-2.979591836734694, -2, 0.5000000000000001, 9, 0, 1, 0, 0, 0
-2.755102040816326, -2, 0.5000000000000001, 10, 0, 1, 0, 0, 0
-2.530612244897959, -2, 0.5000000000000001, 11, 0, 1, 0, 0, 0
-2.306122448979592, -2, 0.5000000000000001, 12, 0, 1, 0, 0, 0
-2.081632653061224, -2, 0.5000000000000001, 13, 0, 1, 0, 0, 0
-1.857142857142857, -2, 0.5000000000000001, 14, 0, 1, 0, 0, 0
-1.63265306122449, -2, 0.5000000000000001, 15, 0, 1, 0, 0, 0
-1.408163265306123, -2, 0.5000000000000001, 16, 0, 1, 0, 0, 0
-1.183673469387755, -2, 0.5000000000000001, 17, 0, 1, 0, 0, 0
-0.9591836734693873, -2, 0.5000000000000001, 18, 0, 1, 0, 0, 0
-0.7346938775510203, -2, 0.5000000000000001, 19, 0, 1, 0, 0, 0
-0.5102040816326525, -2, 0.5000000000000001, 20, 0, 1, 0, 0, 0
-0.2857142857142856, -2, 0.5000000000000001, 21, 0, 1, 0, 0, 0
-0.06122448979591866, -2, 0.5000000000000001, 22, 0, 1, 0, 0, 0
0.1632653061224492, -2, 0.5000000000000001, 23, 0, 1, 0, 0, 0
0.3877551020408161, -2, 0.5000000000000001, 24, 0, 1, 0, 0, 0
0.6122448979591839, -2, 0.5000000000000001, 25, 0, 1, 0, 0, 0
0.8367346938775517, -2, 0.5000000000000001, 26, 0, 1, 0, 0, 0
1.061224489795918, -2, 0.5000000000000001, 27, 0, 1, 0, 0, 0
1.285714285714286, -2, 0.5000000000000001, 28, 0, 1, 0, 0, 0
1.510204081632653, -2, 0.5000000000000001, 29, 0, 1, 0, 0, 0
1.73469387755102, -2, 0.5000000000000001, 30, 0, 1, 0, 0, 0
1.959183673469388, -2, 0.5000000000000001, 31, 0, 1, 0, 0, 0
2.183673469387754, -2, 0.5000000000000001, 32, 0, 1, 0, 0, 0
2.408163265306122, -2, 0.5000000000000001, 33, 0, 1, 0, 0, 0
2.63265306122449, -2, 0.5000000000000001, 34, 0, 1, 0, 0, 0
2.857142857142858, -2, 0.5000000000000001, 35, 0, 1, 0, 0, 0
3.081632653061225, -2, 0.5000000000000001, 36, 0, 1, 0, 0, 0
3.306122448979592, -2, 0.5000000000000001, 37, 0, 1, 0, 0, 0
3.530612244897959, -2, 0.5000000000000001, 38, 0, 1, 0, 0, 0
3.755102040816327, -2, 0.5000000000000001, 39, 0, 1, 0, 0, 0
3.979591836734695, -2, 0.5000000000000001, 40, 0, 1, 0, 0, 0
4.204081632653061, -2, 0.5000000000000001, 41, 0, 1, 0, 0, 0
4.428571428571429, -2, 0.5000000000000001, 42, 0, 1, 0, 0, 0
4.653061224489795, -2, 0.5000000000000001, 43, 0, 1, 0, 0, 0
4.877551020408163, -2, 0.5000000000000001, 44, 0, 1, 0, 0, 0
5.102040816326531, -2, 0.5000000000000001, 45, 0, 1, 0, 0, 0
5.326530612244898, -2, 0.5000000000000001, 46, 0, 1, 0, 0, 0
5.551020408163264, -2, 0.5000000000000001, 47, 0, 1, 0, 0, 0
5.775510204081632, -2, 0.5000000000000001, 48, 0, 1, 0, 0, 0
6, -2, 0.5000000000000001, 49, 0, 1, 0, 0, 0
-5, -1.789473684210526, 0.5000000000000001, 0, 1, 1, 0, 0, 0
-4.775510204081633, -1.789473684210526, 0.5000000000000001, 1, 1, 1, 1, 1, 0
-4.551020408163265, -1.789473684210526, 0.5000000000000001, 2, 1, 1, 1, 1, 0
-4.326530612244898, -1.789473684210526, 0.5000000000000001, 3, 1, 1, 1, 1, 0
-4.102040816326531, -1.789473684210526, 0.5000000000000001, 4, 1, 1, 1, 1, 0
-3.877551020408163, -1.789473684210526, 0.5000000000000001, 5, 1, 1, 1, 1, 0
-3.653061224489796, -1.789473684210526, 0.5000000000000001, 6, 1, 1, 1, 1, 0
-3.428571428571429, -1.789473684210526, 0.5000000000000001, 7, 1, 1, 1, 1, 0
-3.204081632653061, -1.789473684210526, 0.5000000000000001, 8, 1, 1, 1, 1, 0
-2.979591836734694, -1.789473684210526, 0.5000000000000001, 9, 1, 1, 1, 1, 0
-2.755102040816326, -1.789473684210526, 0.5000000000000001, 10, 1, 1, 1, 1, 0
-2.530612244897959, -1.789473684210526, 0.5000000000000001, 11, 1, 1, 1, 1, 0
-2.306122448979592, -1.789473684210526, 0.5000000000000001, 12, 1, 1, 1, 1, 0
-2.081632653061224, -1.789473684210526, 0.5000000000000001, 13, 1, 1, 1, 1, 0
-1.857142857142857, -1.789473684210526, 0.5000000000000001, 14, 1, 1, 1, 1, 0
-1.63265306122449, -1.789473684210526, 0.5000000000000001, 15, 1, 1, 1, 1, 0
-1.408163265306123, -1.789473684210526, 0.5000000000000001, 16, 1, 1, 1, 1, 0
-1.183673469387755, -1.789473684210526, 0.5000000000000001, 17, 1, 1, 1, 1, 0
-0.9591836734693873, -1.789473684210526, 0.5000000000000001, 18, 1, 1, 1, 1, 0
-0.7346938775510203, -1.789473684210526, 0.5000000000000001, 19, 1, 1, 1, 1, 0
-0.5102040816326525, -1.789473684210526, 0.5000000000000001, 20, 1, 1, 1, 1, 0
-0.2857142857142856, -1.789473684210526, 0.5000000000000001, 21, 1, 1, 1, 1, 0
-0.06122448979591866, -1.789473684210526, 0.5000000000000001, 22, 1, 1, 1, 1, 0
0.1632653061224492, -1.789473684210526, 0.5000000000000001, 23, 1, 1, 1, 1, 0
0.3877551020408161, -1.789473684210526, 0.5000000000000001, 24, 1, 1, 1, 1, 0
0.6122448979591839, -1.789473684210526, 0.5000000000000001, 25, 1, 1, 1, 1, 0
0.8367346938775517, -1.789473684210526, 0.5000000000000001, 26, 1, 1, 1, 1, 0
1.061224489795918, -1.789473684210526, 0.5000000000000001, 27, 1, 1, 1, 1, 0
1.285714285714286, -1.789473684210526, 0.5000000000000001, 28, 1, 1, 1, 1, 0
1.510204081632653, -1.789473684210526, 0.5000000000000001, 29, 1, 1, 1, 1, 0
1.73469387755102, -1.789473684210526, 0.5000000000000001, 30, 1, 1, 1, 1, 0
1.959183673469388, -1.789473684210526, 0.5000000000000001, 31, 1, 1, 1, 1, 0
2.183673469387754, -1.789473684210526, 0.5000000000000001, 32, 1, 1, 1, 1, 0
2.408163265306122, -1.789473684210526, 0.5000000000000001, 33, 1, 1, 1, 1, 0
2.63265306122449, -1.789473684210526, 0.5000000000000001, 34, 1, 1, 1, 1, 0
2.857142857142858, -1.789473684210526, 0.5000000000000001, 35, 1, 1, 1, 1, 0
3.081632653061225, -1.789473684210526, 0.5000000000000001, 36, 1, 1, 1, 1, 0
3.306122448979592, -1.789473684210526, 0.5000000000000001, 37, 1, 1, 1, 1, 0
3.530612244897959, -1.789473684210526, 0.5000000000000001, 38, 1, 1, 1, 1, 0
3.755102040816327, -1.789473684210526, 0.5000000000000001, 39, 1, 1, 1, 1, 0
